"longitude","latitude","station_name"
"966564",-110.3986,44.5619,"LAKE YELLOWSTONE"
"966568",-107.8792,38.4858,"MONTROSE #2"
"966569",-106.6213,48.2138,"GLASGOW INTL AP"
"966571",-93.6481,41.3656,"INDIANOLA 2W"
"966572",-105.2103,40.4256,"WATERDALE"
"966573",-114.0217,48.3425,"HUNGRY HORSE DAM"
"966574",-99.4339,43.2356,"GREGORY"
"966575",-90.423,42.2611,"BELLEVUE L&D 12"
"966576",-101.7022,34.1892,"PLAINVIEW"
"966578",-91.3719,39.7233,"HANNIBAL WTR WKS"
"966579",-88.9506,39.8289,"DECATUR WTP"
"966580",-96.8444,37.8183,"EL DORADO"
"966583",-88.8967,43.0803,"LAKE MILLS"
"966585",-91.2153,34.8822,"BRINKLEY"
"966587",-89.9842,42.0981,"MT CARROLL"
"966589",-103.2167,40.1667,"AKRON WASHINGTON CO AP"
"966590",-106.8233,40.4883,"STEAMBOAT SPRINGS"
"966591",-101.7417,37.9928,"SYRACUSE 1NE"
"966592",-104.6281,42.2494,"WHALEN DAM USBR"
"966593",-102.9847,41.1014,"SIDNEY MUNI AP"
"966594",-106.3758,31.8111,"EL PASO INTL AP"
"966595",-121.7422,48.5397,"CONCRETE PPL FISH STN"
"966599",-99.7467,42.8222,"SPRINGVIEW"
"966600",-106.1872,37.5811,"MONTE VISTA 2W"
"966602",-106.1275,38.8247,"BUENA VISTA 2S"
"966606",-92.1975,41.3328,"SIGOURNEY"
"966607",-90.8164,43.9364,"SPARTA"
"966608",-103.1539,36.4486,"CLAYTON MUNI AIR PK"
"966611",-100.4397,39.3533,"HOXIE"
"966615",-101.62,40.51,"IMPERIAL MUNI AP"
"966616",-87.6803,41.4947,"PARK FOREST"
"966621",-103.3283,35.1086,"SAN JON"
"966622",-106.8528,42.4717,"PATHFINDER DAM"
"966625",-110.1075,42.5844,"BIG PINEY MARBLETON AP"
"966627",-113.9886,40.0378,"IBAPAH"
"966628",-90.1161,42.9608,"DODGEVILLE"
"966632",-86.8911,45.3581,"WASHINGTON IS"
"966633",-98.7803,38.3758,"GREAT BEND"
"966634",-109.5458,38.5744,"MOAB"
"966636",-93.7972,42.4686,"WEBSTER CITY"
"966639",-92.3631,45.3011,"AMERY"
"966641",-106.3714,39.2494,"SUGARLOAF RSVR"
"966642",-66.5253,18.0258,"PONCE 4 E"
"966645",-103.4275,44.7158,"NEWELL"
"966646",-107.6092,45.7317,"HARDIN"
"966650",-100.55,42.8783,"VALENTINE MILLER FLD"
"966654",-94.5022,37.1467,"JOPLIN REGIONAL AIRPORT"
"966655",-106.9597,45.5397,"BUSBY"
"966656",-98.2231,44.3981,"HURON RGNL AP"
"966658",-111.5978,37.7686,"ESCALANTE"
"966660",-91.505,41.6092,"IOWA CITY"
"966662",-105.4164,36.71,"RED RIVER"
"966663",-108.2292,36.7436,"FARMINGTON RGNL AP"
"966665",-111.6789,43.9517,"SAINT ANTHONY"
"966668",-149.855,61.2169,"ANCHORAGE MERRILL FLD"
"966669",-106.3214,35.8644,"LOS ALAMOS"
"966671",-89.7,35.5497,"COVINGTON 3 SW"
"966672",-90.1464,38.8664,"ALTON MELVIN PRICE L&D"
"966673",-97.105,33.1992,"DENTON 2 SE"
"966674",-83.8014,41.5886,"TOLEDO EXPRESS AP"
"966675",-82.1822,38.8203,"GALLIPOLIS"
"966677",-91.6653,47.0258,"TWO HARBORS"
"966678",-83.6111,41.3831,"BOWLING GREEN WWTP"
"966679",-71.2906,45.09,"FIRST CONNECTICUT LAKE"
"966680",-156.6294,58.6794,"KING SALMON"
"966681",-97.0189,32.8978,"DALLAS FT WORTH AP"
"966682",-72.6506,41.7361,"HARTFORD BRAINARD FLD"
"966683",-122.3139,47.4444,"SEATTLE TACOMA INTL AP"
"966684",-88.6364,40.8778,"PONTIAC"
"966688",-86.2089,35.3453,"TULLAHOMA"
"966689",-75.5103,38.3406,"SALISBURY WICOMICO RGNL AP"
"966691",-118.5744,34.1819,"WOODLAND HLS PIERCE CL"
"966692",-93.8008,38.7842,"WARRENSBURG 4NW"
"966693",-70.2583,45.6275,"JACKMAN"
"966694",-117.2,32.7,"NORTH ISLAND NAS"
"966695",-75.7269,41.3336,"WILKES-BARRE INTL AP"
"966696",-97.395,35.8161,"GUTHRIE 5S"
"966697",-94.3625,35.3331,"FT SMITH RGNL AP"
"966699",-103.2892,47.8039,"WATFORD CITY"
"966700",-80.2144,40.4847,"PITTSBURGH INTL AP"
"966701",-82.7078,39.08,"JACKSON 3 NW"
"966702",-68.9892,44.4394,"BELFAST"
"966703",-118.7192,41.5167,"LEONARD CREEK RCH"
"966704",-90.5572,34.1864,"CLARKSDALE"
"966706",-89.0867,39.3686,"PANA"
"966707",-146.3517,61.1303,"VALDEZ WSO"
"966708",-97.8167,27.5,"KINGSVILLE NAAS"
"966709",-87.7347,31.9172,"THOMASVILLE"
"966710",-72.6825,41.9381,"HARTFORD BRADLEY INTL AP"
"966711",-98.0297,37.9311,"HUTCHINSON 10 SW"
"966712",-95.615,34.2208,"ANTLERS"
"966713",-86.1319,41.9856,"DOWAGIAC 1 W"
"966716",-118.8253,36.4914,"ASH MTN"
"966717",-120.6631,40.4167,"SUSANVILLE 2SW"
"966718",-117.8803,33.6025,"NEWPORT BEACH HARBOR"
"966719",-95.9333,37.7417,"TORONTO LAKE"
"966722",-96.1,36.9167,"HULAH DAM"
"966723",-90.8125,36.6206,"DONIPHAN"
"966724",-85.9681,34.2878,"SAND MT SUBSTN"
"966725",-103.7408,36.2994,"PASAMONTE"
"966726",-166.5433,53.895,"DUTCH HARBOR"
"966728",-75.6008,39.6728,"WILMINGTON NEW CASTLE CO AP"
"966729",-116.5097,33.8275,"PALM SPRINGS"
"966730",-72.8872,41.2639,"NEW HAVEN TWEED AP"
"966731",-111.9694,40.7781,"SALT LAKE CITY INTL AP"
"966732",-111.1325,39.0875,"FERRON"
"966733",-70.6697,41.7653,"EAST WAREHAM"
"966734",-118.7006,35.7269,"GLENNVILLE"
"966735",-119.0833,34.2167,"CAMARILLO AP"
"966736",-96.7708,34.0919,"MADILL"
"966741",-108.3506,39.1136,"PALISADE"
"966742",-82.1114,38.2794,"HAMLIN"
"966743",-118.1056,38.3844,"MINA"
"966745",-78.0231,42.3108,"ANGELICA"
"966746",-74.6847,41.38,"PORT JERVIS"
"966747",-83.9444,34.8544,"BLAIRSVILLE EXP STN"
"966749",-109.1675,44.5075,"BUFFALO BILL DAM"
"966751",-91.8347,36.7425,"WEST PLAINS"
"966752",-112.7403,33.9792,"WICKENBURG"
"966753",-102.0258,32.0186,"MIDLAND 4 ENE"
"966754",-79.4433,41.4792,"TIONESTA 2 SE LAKE"
"966757",-120.0828,39.9717,"DOYLE 4 SSE"
"966758",-91.535,36.4947,"MAMMOTH SPRING"
"966759",-94.3147,37.4933,"LAMAR 2W"
"966760",-79.6922,34.8872,"HAMLET"
"966762",-83.7822,40.0986,"URBANA WWTP"
"966763",-106.3169,39.2292,"LEADVILLE LAKE CO AP"
"966764",-79.9319,32.78,"CHARLESTON CITY"
"966765",-112.5367,37.0286,"KANAB"
"966766",-98.1989,35.0619,"ANADARKO 3 E"
"966767",-82.7167,41.45,"SANDUSKY"
"966768",-79.7239,34.1853,"FLORENCE RGNL AP"
"966769",-79.7192,39.915,"UNIONTOWN 1 NE"
"966770",-75.2311,39.8683,"PHILADELPHIA INTL AP"
"966771",-99.9764,31.7414,"BALLINGER 2 NW"
"966773",-91.6386,35.7597,"BATESVILLE L&D 1"
"966774",-101.6181,36.5914,"GOODWELL RSCH STN"
"966775",-92.1825,38.5853,"JEFFERSON CITY WTP"
"966776",-89.1856,37.0422,"CAIRO 3N"
"966778",-73.6833,42.75,"TROY L&D"
"966779",-90.2836,36.9231,"WAPPAPELLO DAM"
"966780",-85.7914,39.5283,"SHELBYVILLE SEWAGE PLT"
"966781",-116.5872,32.9897,"CUYAMACA"
"966782",-73.15,44.4683,"BURLINGTON INTL AP"
"966783",-104.9244,35.8167,"VALMORA"
"966784",-84.3289,30.3975,"TALLAHASSEE"
"966785",-82.8436,36.1056,"GREENEVILLE EXP STN"
"966786",-86.3728,35.9203,"MURFREESBORO 5 N"
"966787",-79.5683,34.7056,"MCCOLL 3 NNW"
"966789",-74.9839,43.7025,"OLD FORGE"
"966791",-117.8831,46.8167,"LACROSSE"
"966792",-81.8464,38.1025,"MADISON 3NNW"
"966793",-86.5214,39.1742,"BLOOMINGTON IN UNIV"
"966795",-88.5994,35.1647,"SELMER"
"966796",-94.7225,32.9203,"DAINGERFIELD 9 S"
"966797",-93.5561,33.7089,"HOPE 3 NE"
"966798",-74.4233,41.0347,"CHARLOTTEBURG RESERVE"
"966799",-96.1661,45.0025,"MADISON WWTP"
"966800",-93.8411,32.4506,"SHREVEPORT"
"966802",-101.2103,36.865,"HOOKER"
"966804",-87.5997,34.7442,"MUSCLE SHOALS RGNL AP"
"966805",-97.2283,31.6189,"WACO RGNL AP"
"966806",-72.5794,44.2033,"BARRE MONTPELIER AP"
"966807",-73.67,41.8553,"MILLBROOK"
"966809",-117.1894,34.0528,"REDLANDS"
"966810",-81.8922,39.9444,"ZANESVILLE MUNI AP"
"966811",-93.1261,36.6597,"OZARK BEACH"
"966812",-91.1386,38.835,"WARRENTON 1 N"
"966813",-77.3894,41.7003,"WELLSBORO 4 SW"
"966814",-111.71,47.2194,"CASCADE 5 S"
"966815",-112.3631,33.4992,"LITCHFIELD PARK"
"966816",-105.4767,39.4047,"BAILEY"
"966817",-88.7267,35.9328,"MILAN EXP STN"
"966818",-95.4508,31.3072,"CROCKETT"
"966819",-107.1997,41.8056,"RAWLINS MUNI AP"
"966820",-75.6219,35.2325,"CAPE HATTERAS AP"
"966821",-116.1594,33.6267,"DESERT RESORTS RGNL AP"
"966822",-70.3003,43.6497,"PORTLAND INTL JETPORT"
"966823",-80.0403,32.8986,"CHARLESTON INTL AP"
"966825",-116.1175,45.9414,"GRANGEVILLE"
"966826",-73.9692,40.7789,"NEW YORK CNTRL PK TWR"
"966827",-71.1264,42.5242,"READING"
"966828",-97.7603,30.3208,"AUSTIN-CAMP MABRY"
"966829",-94.405,38.2611,"BUTLER 4W"
"966831",-80.2392,34.2169,"BISHOPVILLE 1ENE"
"966832",-111.0339,43.7728,"ALTA 1 NNW"
"966834",-89.3028,36.4528,"SAMBURG WR"
"966836",-112.7536,47.6017,"GIBSON DAM"
"966837",-86.4775,35.4922,"SHELBYVILLE WATER DEPT"
"966839",-78.4633,42.3297,"FRANKLINVILLE"
"966841",-120.0378,36.9539,"MADERA"
"966842",-80.425,41.6458,"LINESVILLE 1 S"
"966844",-116.0369,34.1281,"TWENTYNINE PALMS"
"966845",-90.7086,39.7378,"GRIGGSVILLE"
"966847",-74.5672,39.4494,"ATLANTIC CITY INTL AP"
"966849",-76.7633,40.1936,"MIDDLETOWN HARRISBURG INTL AP"
"966850",-116.0767,33.5714,"MECCA FIRE STN"
"966851",-85.8417,35.2244,"MONTEAGLE"
"966852",-120.0936,39.3886,"BOCA"
"966856",-75.4283,39.8253,"MARCUS HOOK"
"966857",-85.7811,35.6722,"MC MINNVILLE"
"966858",-99.6822,32.4106,"ABILENE RGNL AP"
"966859",-102.0753,36.3372,"STRATFORD"
"966860",-77.7175,42.5656,"DANSVILLE"
"966861",-119.5453,38.6944,"TOPAZ LAKE"
"966862",-106.6156,35.0419,"ALBUQUERQUE INTL AP"
"966863",-111.5992,39.3583,"EPHRAIM"
"966864",-114.0911,46.9244,"MISSOULA 6 NW WFO"
"966865",-72.2244,42.6394,"TULLY LAKE"
"966866",-111.2822,40.6439,"KAMAS"
"966867",-111.7367,43.8867,"SUGAR CITY"
"966868",-80.1333,39.4667,"FAIRMONT"
"966870",-82.7058,33.7264,"WASHINGTON 2 ESE"
"966871",-111.9636,46.6056,"HELENA RGNL AP"
"966872",-75.1906,41.0125,"STROUDSBURG"
"966873",-75.4492,40.6508,"ALLENTOWN INTL AP"
"966874",-105.4739,34.6153,"PEDERNAL 9 E"
"966875",-131.4683,55.38,"BEAVER FALLS"
"966876",-83.2497,33.0831,"MILLEDGEVILLE"
"966878",-83.075,34.7544,"WALHALLA"
"966879",-101.8136,33.6542,"LUBBOCK"
"966881",-107.2078,46.7392,"INGOMAR 14 NE"
"966883",-83.3308,42.2314,"DETROIT METRO AP"
"966884",-95.9744,31.2581,"CENTERVILLE"
"966885",-76.7039,37.3017,"WILLIAMSBURG 2 N"
"966886",-115.7886,40.8289,"ELKO RGNL AP"
"966889",-104.4433,32.1783,"CARLSBAD CAVERNS"
"966891",-114.0925,46.9208,"MISSOULA INTL AP"
"966892",-96.4861,33.0353,"LAVON DAM"
"966894",-114.2636,48.3042,"KALISPELL GLACIER AP"
"966895",-74.4242,39.3792,"ATLANTIC CITY"
"966896",-76.8358,42.0997,"ELMIRA"
"966897",-83.2008,35.9833,"NEWPORT 1 NW"
"966898",-97.9597,38.6078,"KANOPOLIS LAKE"
"966900",-109.3222,35.2239,"SANDERS"
"966902",-90.7889,42.8278,"LANCASTER 4 WSW"
"966903",-72.5989,43.3847,"CAVENDISH"
"966904",-91.7758,37.9572,"ROLLA MISSOURI S&T"
"966906",-82.8045,32.9744,"SANDERSVILLE"
"966909",-117.7658,34.0817,"POMONA/FAIRPLEX"
"966910",-81.86,41.4131,"CLEVELAND"
"966911",-90.4056,36.7578,"POPLAR BLUFF"
"966912",-69.7972,44.3206,"AUGUSTA STATE AP"
"966913",-120.1575,41.8714,"FT BIDWELL"
"966915",-74.8831,40.5631,"FLEMINGTON 5 NNW"
"966916",-110.0511,40.4178,"NEOLA"
"966918",-77.9456,35.6939,"WILSON 3 SW"
"966919",-89.6908,47.9711,"GRAND PORTAGE"
"966920",-100.2831,34.4272,"CHILDRESS MUNI AP"
"966921",-87.5783,37.9647,"EVANSVILLE MUSEUM"
"966922",-93.2228,38.6753,"SEDALIA WTP"
"966923",-102.4003,34.8172,"HEREFORD"
"966926",-78.3011,36.6003,"JOHN H KERR DAM"
"966927",-105.9439,35.1767,"STANLEY 2 NNE"
"966928",-104.0939,38.8611,"RUSH 1N"
"966931",-116.4664,43.8544,"EMMETT 2 E"
"966932",-80.6539,28.1136,"MELBOURNE WFO"
"966933",-117.8667,33.7442,"SANTA ANA FIRE STN"
"966935",-111.8125,44.5994,"LAKEVIEW"
"966936",-71.9075,42.1164,"BUFFUMVILLE LAKE"
"966937",-106.6086,38.8183,"TAYLOR PARK"
"966939",-97.0553,32.9506,"GRAPEVINE DAM"
"966940",-99.0897,28.8889,"PEARSALL"
"966941",-97.9494,29.8833,"SAN MARCOS"
"966942",-74.7883,39.8144,"INDIAN MILLS 2 W"
"966943",-105.5956,36.7408,"CERRO"
"966944",-97.0908,40.8997,"SEWARD"
"966945",-72.3069,40.9461,"BRIDGEHAMPTON"
"966947",-119.6483,39.3128,"VIRGINIA CITY"
"966948",-106.2772,43.4131,"MIDWEST"
"966949",-71.1658,42.6992,"LAWRENCE"
"966950",-86.3297,34.3344,"GUNTERSVILLE"
"966951",-98.9592,36.0381,"TALOGA"
"966952",-83.5369,35.6878,"GATLINBURG 2 SW"
"966954",-118.5658,47.0022,"LIND 3 NE"
"966955",-120.6283,35.6697,"PASO ROBLES MUNI AP"
"966956",-72.3247,42.9389,"KEENE"
"966958",-108.7717,40.0894,"RANGELY 1 E"
"966959",-86.7861,34.6439,"HUNTSVILLE INTL AP"
"966961",-77.0481,35.0678,"NEW BERN CRAVEN CO AP"
"966962",-102.55,36.0167,"DALHART MUNI AP"
"966963",-119.7194,36.78,"FRESNO YOSEMITE INTL AP"
"966964",-71.3933,42.9892,"MASSABESIC LAKE"
"966965",-77.2344,42.1014,"ADDISON"
"966966",-101.9725,35.8731,"DUMAS"
"966968",-86.4858,38.5556,"PAOLI"
"966969",-101.2908,37.5983,"ULYSSES 3NE"
"966970",-87.2989,34.4883,"MOULTON 2"
"966971",-75.985,42.1997,"BINGHAMTON"
"966972",-74.66,41.2214,"SUSSEX 2 NW"
"966974",-120.4719,39.8053,"PORTOLA"
"966975",-113.5003,42.6767,"MINIDOKA DAM"
"966978",-113.5581,43.465,"CRATERS OF THE MOON"
"966979",-110.4408,45.6983,"LIVINGSTON MISSION FLD"
"966980",-85.4847,30.7836,"CHIPLEY"
"966981",-82.5275,36.5194,"KINGSPORT"
"966982",-120.5428,46.5683,"YAKIMA AIR TERMINAL"
"966984",-103.2161,34.5989,"CLOVIS 13 N"
"966985",-69.1833,45.8833,"RIPOGENUS DAM"
"966987",-100.9294,37.0222,"LIBERAL"
"966988",-98.4139,35.8578,"WATONGA"
"966989",-91.8831,37.5544,"LICKING 4N"
"966991",-96.1594,30.3236,"WASHINGTON SP"
"966993",-86.5411,35.15,"FAYETTEVILLE WTP"
"966995",-103.2717,30.1925,"MARATHON"
"966996",-96.4867,32.1225,"CORSICANA"
"966997",-116.7475,43.5764,"DEER FLAT DAM"
"966998",-82.6167,41.2667,"NORWALK WWTP"
"966999",-94.0206,29.9506,"PORT ARTHUR SE TX AP"
"967001",-73.1289,41.1583,"BRIDGEPORT SIKORSKY MEM AP"
"967002",-120.6619,35.3056,"SAN LUIS OBISPO POLY U"
"967003",-103.9439,35.8022,"MOSQUERO 1 NE"
"967005",-118.1522,43.9092,"BEULAH"
"967007",-82.0061,33.0725,"WAYNESBORO 2 S"
"967008",-111.8319,39.7122,"NEPHI"
"967009",-111.8653,39.5608,"LEVAN"
"967011",-77.8997,34.2675,"WILMINGTON INTL AP"
"967012",-70.0608,41.2531,"NANTUCKET MEM AP"
"967013",-109.6422,40.1342,"OURAY 4 NE"
"967014",-81.8311,36.0956,"GRANDFATHER MTN"
"967015",-77.8672,40.7933,"STATE COLLEGE"
"967016",-117.3058,34.535,"VICTORVILLE PUMP PT"
"967018",-76.7358,34.7336,"MOREHEAD CITY 2 WNW"
"967019",-103.6192,36.5939,"GRENVILLE"
"967021",-82.1897,33.6631,"CLARKS HILL 1 W"
"967022",-102.4806,36.7236,"BOISE CITY 2 E"
"967023",-70.7467,44.07,"BRIDGTON 3 NW"
"967024",-95.7292,37.8786,"YATES CTR"
"967025",-110.4358,43.2278,"BONDURANT"
"967026",-85.2339,34.0589,"CEDARTOWN"
"967027",-71.0603,42.7594,"HAVERHILL"
"967028",-79.2803,40.9247,"PUTNEYVILLE 2 SE DAM"
"967029",-85.9625,42.3842,"BLOOMINGDALE"
"967030",-90.9683,36.2642,"POCAHONTAS 1"
"967031",-113.2897,37.4636,"NEW HARMONY"
"967032",-111.6306,39.2583,"MANTI"
"967034",-105.1419,35.6542,"LAS VEGAS MUNI AP"
"967036",-84.9925,41.9622,"COLDWATER ST SCHOOL"
"967037",-89.8703,39.2883,"CARLINVILLE"
"967038",-97.4439,32.6475,"BENBROOK DAM"
"967039",-83.5333,42.2333,"DETROIT WILLOW RUN AP"
"967041",-118.7314,48.6469,"REPUBLIC"
"967042",-118.0939,34.5883,"PALMDALE"
"967044",-101.8392,34.5269,"TULIA"
"967045",-72.0642,41.5269,"NORWICH PUB UTILITY PLANT"
"967046",-87.7017,30.5653,"ROBERTSDALE"
"967048",-96.5667,33.8167,"DENISON DAM"
"967049",-71.2894,42.47,"BEDFORD HANSCOM FLD"
"967051",-69.6544,44.5272,"WATERVILLE TRTMT PLT"
"967052",-98.5669,33.1203,"GRAHAM"
"967054",-68.8186,44.7978,"BANGOR INTL AP"
"967055",-117.0858,32.64,"CHULA VISTA"
"967056",-117.3389,42.9447,"DANNER"
"967058",-87.3572,33.4528,"BANKHEAD LOCK & DAM"
"967059",-86.8819,34.6892,"BELLE MINA 2 N"
"967060",-103.6031,35.1822,"TUCUMCARI MUNI AP"
"967061",-90.0103,34.8039,"HERNANDO"
"967063",-90.4919,33.1772,"BELZONI"
"967064",-82.0558,41.3814,"ELYRIA 3 E"
"967065",-70.9211,44.7786,"MIDDLE DAM"
"967067",-105.0569,35.1842,"DILIA"
"967069",-74.2692,43.755,"INDIAN LAKE 2SW"
"967071",-97.7847,43.6514,"ALEXANDRIA"
"967073",-98.0283,37.155,"ANTHONY"
"967077",-94.0281,38.1869,"APPLETON CITY"
"967080",-104.5083,33.3075,"ROSWELL IND AIR PK"
"967081",-82.4044,36.4731,"BRISTOL TRI CITY AP"
"967082",-75.9914,40.5511,"HAMBURG"
"967083",-113.7661,42.5417,"BURLEY MUNI AP"
"967084",-111.7075,40.4447,"TIMPANOGOS CAVE"
"967085",-95.7831,34.8822,"MCALESTER RGNL AP"
"967086",-107.2681,33.2367,"TRUTH OR CONSEQUENCE AP"
"967087",-111.7339,40.3675,"PLEASANT GROVE"
"967088",-72.6567,44.1647,"NORTHFIELD"
"967090",-71.0106,42.3606,"BOSTON LOGAN INTL AP"
"967091",-73.8842,41.6267,"POUGHKEEPSIE DUTCHESS CO AP"
"967093",-95.6269,33.1481,"SULPHUR SPRINGS"
"967094",-91.6169,36.0717,"EVENING SHADE 1 NNE"
"967095",-74.9358,38.9536,"CAPE MAY 2 NW"
"967097",-99.1375,34.4397,"TIPTON 4S MESONET"
"967098",-112.9422,43.5317,"IDAHO FALLS 46 W"
"967099",-119.7711,39.4839,"RENO TAHOE INTL AP"
"967100",-102.3578,31.4072,"CRANE"
"967103",-112.3753,48.6033,"CUT BANK MUNI AP"
"967104",-116.8353,48.3511,"PRIEST RIVER EXP STN"
"967105",-98.4928,33.9786,"WICHITA FALLS MUNI AP"
"967106",-95.1494,46.3939,"WADENA 3 S"
"967108",-86.8686,35.9417,"FRANKLIN SEWAGE PLT"
"967110",-162.7325,55.2208,"COLD BAY AP"
"967113",-109.3045,40.4378,"DINOSAUR QUARRY AREA"
"967114",-96.7439,36.5044,"RALSTON"
"967115",-100.8903,34.9325,"CLARENDON"
"967116",-96.1661,33.6403,"BONHAM 3NNE"
"967117",-113.7125,47.4083,"LINDBERGH LAKE"
"967119",-114.3942,32.8356,"YUMA PROVING GROUND"
"967120",-117.5281,47.6217,"SPOKANE INTL AP"
"967123",-72.9781,43.6253,"RUTLAND"
"967125",-120.3606,36.1356,"COALINGA"
"967126",-121.1378,36.2069,"KING CITY"
"967128",-86.5519,38.8894,"OOLITIC PURDUE EX FRM"
"967129",-112.1067,39.2453,"SCIPIO"
"967130",-116.2225,41.3144,"TUSCARORA"
"967131",-98.2661,36.5381,"HELENA 1 SSE"
"967132",-118.8447,43.265,"MALHEUR REFUGE HQ"
"967134",-150.0278,61.1689,"ANCHORAGE INTL AP"
"967135",-75.3583,40.1197,"NORRISTOWN"
"967136",-74.4033,40.8922,"BOONTON 1 SE"
"967137",-96.015,32.7019,"WILLS POINT"
"967139",-120.1803,41.5306,"CEDARVILLE"
"967140",-81.1186,33.9486,"COLUMBIA"
"967141",-80.1656,39.8986,"WAYNESBURG 1 E"
"967142",-112.5545,45.2575,"DILLON AP"
"967143",-72.3128,42.9967,"SURRY MTN LAKE"
"967145",-101.3339,33.985,"FLOYDADA"
"967146",-90.6589,35.8489,"JONESBORO 2 NE"
"967148",-81.0306,33.3,"BAMBERG"
"967149",-112.6519,39.2872,"DESERET"
"967150",-106.9167,39.65,"EAGLE FAA AP"
"967152",-109.3464,40.3611,"JENSEN"
"967153",-84.6411,41.9353,"HILLSDALE"
"967155",-121.1078,39.5631,"STRAWBERRY VALLEY"
"967156",-85.3203,34.6639,"LAFAYETTE 3SW"
"967158",-67.6494,44.6453,"JONESBORO"
"967159",-118.1464,33.8117,"LONG BEACH DAUGHERTY FLD"
"967160",-96.3811,41.0408,"ASHLAND NO 2"
"967162",-104.5022,36.7414,"RATON MUNI CREWS AP"
"967163",-72.0792,43.3325,"MT SUNAPEE"
"967164",-102.2681,33.1908,"BROWNFIELD #2"
"967165",-100.345,37.285,"MEADE"
"967166",-92.3939,36.3458,"MTN HOME 1 NNW"
"967167",-92.5545,38.6278,"CALIFORNIA"
"967168",-88.9983,34.1381,"PONTOTOC EXP STN"
"967169",-94.3397,32.1614,"CARTHAGE"
"967171",-96.8581,31.3336,"MARLIN 3 NE"
"967172",-88.0817,38.7003,"OLNEY 2S"
"967173",-91.7164,35.2683,"SEARCY"
"967174",-104.6883,38.81,"COLORADO SPRINGS MUNI AP"
"967175",-111.7222,40.7497,"MTN DELL DAM"
"967176",-102.1889,31.9433,"MIDLAND ODESSA"
"967177",-122.2386,37.4767,"REDWOOD CITY"
"967178",-110.7169,43.6536,"MOOSE"
"967181",-118.6339,41.9892,"DENIO"
"967182",-81.9167,39.8386,"PHILO 3 SW"
"967183",-76.8,37.5658,"WEST POINT 2 NW"
"967184",-72.6322,40.8436,"WESTHAMPTN GABRESKI AP"
"967185",-79.5144,40.7131,"FORD CITY 4 S DAM"
"967186",-109.0528,41.5944,"ROCK SPRINGS AP"
"967187",-69.812,45.6603,"BRASSUA DAM"
"967189",-118.0106,37.615,"DYER"
"967191",-83.3303,36.8583,"BAXTER"
"967192",-103.6867,35.2006,"TUCUMCARI 4 NE"
"967193",-71.2525,44.2581,"PINKHAM NOTCH"
"967195",-98.4839,29.5442,"SAN ANTONIO INTL AP"
"967196",-119.7072,36.9969,"FRIANT GOVERNMENT CAMP"
"967197",-97.6097,38.3772,"MCPHERSON"
"967198",-81.0083,29.1967,"DAYTONA BEACH"
"967199",-119.4731,35.4047,"BUTTONWILLOW"
"967200",-92.7558,39.0172,"NEW FRANKLIN 1W"
"967201",-75.635,39.9708,"WEST CHESTER 2 NW"
"967202",-109.8592,42.8747,"PINEDALE"
"967203",-73.6167,43.35,"GLENS FALLS AP"
"967204",-120.4264,44.3964,"OCHOCO RS"
"967205",-111.6044,40.0797,"SPANISH FORK PWR HOUSE"
"967207",-73.8803,40.7794,"NEW YORK LAGUARDIA AP"
"967208",-88.1594,40.3131,"RANTOUL"
"967209",-97.7019,31.4144,"GATESVILLE"
"967210",-97.4203,34.2333,"HEALDTON 3 E"
"967212",-100.8761,33.4792,"SPUR"
"967213",-105.8225,32.9539,"MTN PARK"
"967215",-114.4169,42.9383,"SHOSHONE 1 WNW"
"967216",-71.4325,41.7219,"PROVIDENCE T F GREEN AP"
"967218",-81.6728,35.7297,"MORGANTON"
"967219",-134.5639,58.3567,"JUNEAU INTL AP"
"967220",-84.9422,32.5161,"COLUMBUS METRO AP"
"967221",-83.5983,35.9297,"SEVIERVILLE"
"967222",-89.1658,37.7308,"CARBONDALE SEWAGE PLT"
"967224",-98.1561,33.2206,"JACKSBORO"
"967227",-104.3753,36.9825,"LAKE MALOYA"
"967228",-79.8694,40.1636,"DONORA 1 SW"
"967229",-82.7189,34.8814,"PICKENS"
"967231",-120.6856,35.6278,"PASO ROBLES"
"967232",-117.3319,33.6692,"ELSINORE"
"967233",-121.6875,43.6825,"WICKIUP DAM"
"967235",-120.4486,34.8994,"SANTA MARIA PUBLIC AP"
"967236",-117.6931,35.6875,"CHINA LAKE NAF"
"967237",-120.2331,39.3239,"DONNER MEM SP"
"967239",-103.7492,34.78,"RAGLAND 3 SSW"
"967240",-73.5475,41.1247,"STAMFORD 5 N"
"967243",-72.7167,41.55,"MIDDLETOWN 4 W"
"967244",-71.4736,42.7914,"NASHUA 2 NNW"
"967245",-106.2061,41.8969,"MEDICINE BOW"
"967246",-73.8092,42.7431,"ALBANY AP"
"967247",-85.8008,34.9786,"BRIDGEPORT 5 NW"
"967249",-68.6925,45.6478,"MILLINOCKET MUNI AP"
"967250",-100.825,34.0044,"MATADOR"
"967251",-75.0667,39.3667,"MILLVILLE MUNI AP"
"967252",-73.4011,43.5575,"WHITEHALL"
"967253",-86.453,39.4039,"MARTINSVILLE 2 SW"
"967255",-122.8045,41.3111,"CALLAHAN"
"967259",-79.7297,33.8642,"LAKE CITY 2 SE"
"967260",-81.4333,40.9167,"AKRON CANTON RGNL AP"
"967261",-83.1983,35.0567,"HIGHLANDS"
